Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Dylan,2,J. Goff QB - LA ,10.66,L. Fournette RB - JAX ,6.40,S. Barkley RB - NYG ,5.60,K. Allen WR - LAC ,0.00,A. Thielen WR - MIN ,1.90,G. Kittle TE - SF ,5.10,J. Gordon WR - NE ,1.90,--empty--,-,Texans DEF ,5.00,D. Lewis RB - TEN ,4.40,D. Brees QB - NO ,5.92,A. Robinson WR - CHI ,5.40,J. White RB - NE ,3.70,K. Johnson RB - DET ,0.00,W. Lutz K - NO ,6.00,Broncos DEF ,7.00,36.56,Elijah,128.30
Sawyer,7,T. Brady QB - NE ,13.16,D. Johnson RB - ARI ,16.10,C. Carson RB - SEA ,20.80,T. Hilton WR - IND ,8.50,D. Adams WR - GB ,13.90,T. Burton TE - CHI ,9.60,T. Cohen RB - CHI ,9.50,M. Crosby K - GB ,9.00,Vikings DEF ,13.00,M. Ryan QB - ATL ,25.04,M. Jones WR - DET ,0.00,J. Wright WR - CAR ,2.10,A. Jeffery WR - PHI ,16.00,M. Mack RB - IND ,24.90,J. Samuels RB - PIT ,17.20,113.56,Brad,72.06
Leo,1,P. Rivers QB - LAC ,18.52,T. Gurley RB - LA ,24.40,J. Mixon RB - CIN ,25.00,A. Cooper WR - DAL ,4.30,T. Hill WR - KC ,4.10,T. Kelce TE - KC ,6.10,N. Chubb RB - CLE ,10.00,H. Butker K - KC ,4.00,Seahawks DEF ,5.00,R. Wilson QB - SEA ,18.98,S. Ware RB - KC ,0.00,B. Cooks WR - LA ,5.90,J. Howard RB - CHI ,13.50,K. Golladay WR - DET ,14.60,J. Kelly RB - LA ,0.40,101.42,Jack,101.82
Ari,5,L. Jackson QB - BAL ,16.74,C. McCaffrey RB - CAR ,18.00,J. Jackson RB - LAC ,14.50,R. Woods WR - LA ,9.30,M. Thomas WR - NO ,4.90,E. Ebron TE - IND ,0.80,J. Edelman WR - NE ,9.00,S. Gostkowski K - NE ,4.00,Jaguars DEF ,10.00,M. Ingram RB - NO ,7.40,J. Conner RB - PIT ,0.00,M. Breida RB - SF ,9.60,S. Michel RB - NE ,5.90,J. Wilson RB - SF ,2.60,87.24,Ben,56.84
Elijah,3,D. Watson QB - HOU ,22.36,L. Miller RB - HOU ,0.80,D. Henry RB - TEN ,29.24,D. Hopkins WR - HOU ,29.00,M. Evans WR - TB ,12.10,Z. Ertz TE - PHI ,2.20,T. Lockett WR - SEA ,5.60,K. Fairbairn K - HOU ,19.00,Bears DEF ,8.00,J. Nelson WR - LV ,8.80,J. Cook TE - LV ,2.30,T. Coleman RB - ATL ,20.50,T. Yeldon RB - JAX ,1.10,D. Njoku TE - CLE ,3.00,128.30,Dylan,36.56
Jack,4,P. Mahomes QB - KC ,18.02,E. Elliott RB - DAL ,12.80,D. Cook RB - MIN ,28.30,S. Diggs WR - MIN ,11.80,J. Smith-Schuster WR - PIT ,4.00,E. Engram TE - NYG ,7.50,P. Lindsay RB - DEN ,4.40,J. Tucker K - BAL ,8.00,Ravens DEF ,7.00,T. Boyd WR - CIN ,9.80,A. Jones RB - GB ,0.80,T. Hill QB - NO ,1.70,J. Adams RB - PHI ,8.80,G. Edwards RB - BAL ,16.40,Rams DEF ,1.00,101.82,Leo,101.42
Ben,8,C. Newton QB - CAR ,4.74,K. Drake RB - MIA ,3.40,P. Barber RB - TB ,14.90,A. Green WR - CIN ,0.00,A. Brown WR - PIT ,10.90,J. Graham TE - GB ,3.20,M. Goodwin WR - SF ,0.70,G. Zuerlein K - LA ,11.00,Eagles DEF ,8.00,R. Cobb WR - GB ,3.00,D. Johnson RB - CLE ,5.30,M. Gordon RB - LAC ,0.00,O. Howard TE - TB ,0.00,J. Williams RB - GB ,15.70,J. Lambo K - JAX ,0.00,56.84,Ari,87.24
Brad,6,A. Rodgers QB - GB ,13.46,D. Martin RB - LV ,3.90,A. Kamara RB - NO ,16.30,J. Jones WR - ATL ,14.20,C. Godwin WR - TB ,0.00,R. Gronkowski TE - NE ,2.10,A. Peterson RB - WAS ,7.10,M. Badgley K - LAC ,3.00,Saints DEF ,12.00,M. Crabtree WR - BAL ,0.00,G. Tate WR - PHI ,4.30,D. Thomas WR - HOU ,5.90,J. Winston QB - TB ,4.28,J. Elliott K - PHI ,14.00,72.06,Sawyer,113.56
